ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,OutletSales
NCM53,18.75,Низкокалорийный,0.052146456,Здоровье и гигиена,104.628,OUT045,2002,,Локация 2,Супермаркет Тип1,745.696
FDE36,5.26,Средняя калорийность,0.041764487,Выпечка,161.8868,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,3275.736
FDN57,18.25,Низкокалорийный,0.054344186,Закуски,140.2154,OUT045,2002,,Локация 2,Супермаркет Тип1,1701.7848
FDI24,,Низкокалорийный,0.078362484,Выпечка,177.937,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,6704.606
FDI19,15.1,Низкокалорийный,0.052339069,Мясо,242.7512,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,4119.9704
FDF24,15.5,Средняя калорийность,0.042464962,Выпечка,81.5934,OUT010,1998,,Локация 3,Продуктовый магазин,327.5736
FDG52,13.65,Низкокалорийный,0.065732883,Замороженные продукты,45.7402,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,780.9834
DRF36,16.1,Низкокалорийный,0.023625114,Безалкогольные напитки,189.3846,OUT045,2002,,Локация 2,Супермаркет Тип1,3630.6074
FDS45,,Средняя калорийность,0.051643608,Закуски,107.3622,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,317.5866
FDX40,12.85,Низкокалорийный,0.165694219,Замороженные продукты,39.7164,OUT010,1998,,Локация 3,Продуктовый магазин,231.6984
DRK12,9.5,Низкокалорийный,0.041878397,Безалкогольные напитки,32.99,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,133.16
DRC27,13.8,Низкокалорийный,0.058091482,Молочные продукты,245.1802,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,5650.6446
FDL58,5.78,Средняя калорийность,0,Закуски,263.7568,OUT017,2007,,Локация 2,Супермаркет Тип1,2636.568
NCD30,19.7,Низкокалорийный,0.026903714,Товары для дома,96.0726,OUT045,2002,,Локация 2,Супермаркет Тип1,1272.3438
NCZ54,14.65,Низкокалорийный,0,Товары для дома,161.5552,OUT010,1998,,Локация 3,Продуктовый магазин,324.9104
FDE10,6.67,Средняя калорийность,0.150554711,Закуски,130.0626,OUT010,1998,,Локация 3,Продуктовый магазин,131.1626
FDR44,6.11,Средняя калорийность,0,Фрукты и овощи,131.2968,OUT010,1998,,Локация 3,Продуктовый магазин,260.9936
FDP28,13.65,Средняя калорийность,0.134975628,Замороженные продукты,260.0936,OUT010,1998,,Локация 3,Продуктовый магазин,260.9936
FDX15,17.2,Низкокалорийный,0.15616879,Мясо,160.6578,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,3690.5294
FDA39,6.32,Низкокалорийный,0,Мясо,40.2822,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,1139.1838
FDY24,4.88,Средняя калорийность,0.133700752,Выпечка,52.9298,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,1995.4026
FDC60,5.425,Средняя калорийность,0.115119905,Выпечка,88.3514,OUT017,2007,,Локация 2,Супермаркет Тип1,1416.8224
FDH28,15.85,Средняя калорийность,0.110030997,Замороженные продукты,37.2506,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,265.6542
FDT25,7.5,Низкокалорийный,0.051038045,Консервы,121.7072,OUT017,2007,,Локация 2,Супермаркет Тип1,3552.7088
DRJ13,12.65,Низкокалорийный,0.062837968,Безалкогольные напитки,161.5578,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,2406.867
NCO07,,Низкокалорийный,0.017116983,Другое,211.956,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,213.056
FDW20,20.75,Низкокалорийный,0.024129332,Фрукты и овощи,124.173,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,2956.152
DRF27,,Низкокалорийный,0.049754975,Молочные продукты,152.134,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,153.134
FDS49,9,Низкокалорийный,0,Консервы,79.7644,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,1649.8524
FDX25,,Низкокалорийный,0.101561568,Консервы,181.9292,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,3101.2964
NCX42,,Низкокалорийный,0.005949644,Товары для дома,165.6526,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,4769.1254
FDG33,,Средняя калорийность,0.13956116,Морепродукты,170.4764,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,3435.528
FDL56,14.1,Низкокалорийный,0.126035694,Фрукты и овощи,86.4198,OUT045,2002,,Локация 2,Супермаркет Тип1,1133.8574
FDF14,7.55,Низкокалорийный,0.027164679,Консервы,152.334,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2603.278
NCD06,13,Низкокалорийный,0.099325278,Товары для дома,45.406,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,605.878
DRM47,,Низкокалорийный,0.04357366,Крепкие напитки,192.8846,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,2293.0152
FDS46,,Средняя калорийность,0.082741482,Закуски,118.7782,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,119.1782
FDB35,12.3,Средняя калорийность,0.064565202,Бакалея,92.9804,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,1929.4884
FDX21,,Низкокалорийный,0.084554569,Закуски,109.8912,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,2074.6328
NCU05,,Низкокалорийный,0.058451805,Здоровье и гигиена,79.9618,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,241.6854
NCR38,17.25,Низкокалорийный,0.113748685,Товары для дома,251.3724,OUT045,2002,,Локация 2,Супермаркет Тип1,6795.1548
NCR18,15.85,Низкокалорийный,0.020603511,Товары для дома,42.7112,OUT017,2007,,Локация 2,Супермаркет Тип1,639.168
NCU41,18.85,Низкокалорийный,0.052044976,Здоровье и гигиена,192.1846,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,3248.4382
FDY56,16.35,Средняя калорийность,0.062764429,Фрукты и овощи,227.6062,OUT017,2007,,Локация 2,Супермаркет Тип1,7222.5984
DRJ51,14.1,Низкокалорийный,0.087977262,Молочные продукты,229.0668,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,3225.1352
FDK21,7.905,Низкокалорийный,0.010010425,Закуски,249.0408,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,3755.112
FDY25,12,Низкокалорийный,0.033946163,Консервы,179.3976,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,3440.8544
FDU44,12.15,Средняя калорийность,0.058414678,Фрукты и овощи,163.4552,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,974.7312
FDL43,10.1,Низкокалорийный,0.027106459,Мясо,75.367,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,535.969
FDF05,17.5,Низкокалорийный,0.027022883,Замороженные продукты,262.491,OUT017,2007,,Локация 2,Супермаркет Тип1,5259.82
DRF15,,Низкокалорийный,0.058153409,Молочные продукты,152.034,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,306.268
FDL20,17.1,Низкокалорийный,0.128937661,Фрукты и овощи,112.3886,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1779.0176
FDV32,7.785,Низкокалорийный,0.088846306,Фрукты и овощи,61.451,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,759.012
FDJ34,11.8,Средняя калорийность,0.09357779,Закуски,125.9704,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,1877.556
FDG08,13.15,Средняя калорийность,0.165694678,Фрукты и овощи,171.8764,OUT045,2002,,Локация 2,Супермаркет Тип1,3779.0808
FDQ04,,Низкокалорийный,0.148392623,Замороженные продукты,41.5796,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,41.2796
FDW13,8.5,Низкокалорийный,0.098438394,Консервы,51.1324,OUT017,2007,,Локация 2,Супермаркет Тип1,259.662
NCI17,8.645,Низкокалорийный,0.143303291,Здоровье и гигиена,96.341,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,193.082
FDY03,17.6,Средняя калорийность,0.076276208,Мясо,110.9202,OUT045,2002,,Локация 2,Супермаркет Тип1,1687.803
